what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_32-b05",1358833304255
java.specification.name,sysinfo,,,"Java Platform API Specification",1358833304255
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1358833304255
java.specification.version,sysinfo,,,"1.6",1358833304255
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1358833304255
java.version,sysinfo,,,"1.6.0_32",1358833304255
java.vm.info,sysinfo,,,"mixed mode",1358833304255
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1358833304255
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1358833304255
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1358833304255
java.vm.specification.version,sysinfo,,,"1.0",1358833304255
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1358833304255
java.vm.version,sysinfo,,,"20.7-b02",1358833304255
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1358833304357
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1358833305413
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1358833305418
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1358833319496
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1358833319543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1358833341430
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358833342521
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1358833346514
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1358833348342
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1358833348419
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1358833348693
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1358833348756
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1358833348789
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358833355434
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1358833355583
started,bundle,com.liferay.ide.eclipse.portlet.ui,1.6.0.v201207162359,"com.liferay.ide.eclipse.portlet.ui",1358833355592
started,bundle,com.liferay.ide.eclipse.project.core,1.6.0.v201207162359,"com.liferay.ide.eclipse.project.core",1358833355598
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833359563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833359935
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1358833359940
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833367051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833375077
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1358833377125
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1358833377215
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1358833377945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833381787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833389956
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833395542
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833395923
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833396252
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833396481
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833396705
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833396926
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833397942
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833398142
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833398380
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833398594
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833398911
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833399203
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833399681
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833399882
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833400102
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833400399
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findNext",1358833400718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833410680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833429847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833436416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833457746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833469840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833584024
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1358833603728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1358833607377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833611500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833617697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1358833617894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833619866
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833688880
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358833695329
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1358833698047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833701097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833727009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833727180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833778909
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1358833784553
executed,command,org.eclipse.wst.sse.ui,1.2.5.v201108191505,"org.eclipse.wst.sse.ui.add.block.comment",1358833790293
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1358833792368
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358833793552
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1358833796810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833798603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833805691
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1358833814816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833835284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833860863
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1358833894837
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358833896660
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1358833898273
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1358833906464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833910592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833924881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833925879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358833963535
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1358833987019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1358834002140
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358834002950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1358834004306
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1358834007016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834008374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834013877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834015508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834016256
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834017028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834059502
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1358834067777
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834067959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834087514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834092670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834112038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834123005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834139613
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834149361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834173871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834176781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834185690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1358834187878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834214384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834226670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1358834258287
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358834263800
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1358834266999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834267774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834316346
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1358834317083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1358834330388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1358834331425
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1358834337336
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1358834340387
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1358834343595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834343840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1358834350029
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1358834352539
